Promotion,Seasonal,Sales_Volume,price,terms,section,season,material,origin
Yes,No,1198,48.99,jackets,MAN,Autumn,Acrylic,China
Yes,Yes,1583,24.99,sweaters,WOMAN,Autumn,Polyester,China
No,Yes,1014,19.95,jackets,WOMAN,Spring,Polyester,Turkey
Yes,Yes,1713,25.99,jackets,WOMAN,Winter,Wool Blend,Portugal
Yes,Yes,1351,39.95,jackets,WOMAN,Autumn,Wool Blend,China
Yes,Yes,1367,20.99,jackets,MAN,Autumn,Polyester,Morocco
Yes,Yes,1446,38.95,jeans,WOMAN,Autumn,Acrylic,Vietnam
Yes,Yes,1532,21.95,sweaters,WOMAN,Autumn,Wool,Cambodia
No,Yes,823,29.99,shoes,WOMAN,Spring,Linen,China
No,No,844,29.99,shoes,WOMAN,Autumn,Polyester,Bangladesh
No,No,811,29.99,shoes,MAN,Autumn,Polyester,China
No,Yes,917,25.99,jackets,WOMAN,Summer,Cotton,Turkey
Yes,No,1488,25.99,jackets,MAN,Spring,Denim,China
No,No,994,24.99,jackets,WOMAN,Summer,Linen,Turkey
No,No,924,25.0,jackets,WOMAN,Winter,Polyester,Vietnam
Yes,Yes,1101,79.99,jackets,MAN,Spring,Polyester,India
Yes,No,1370,24.95,sweaters,WOMAN,Spring,Cotton,China
Yes,No,1350,68.0,sweaters,WOMAN,Winter,Wool Blend,Portugal
Yes,Yes,1437,29.99,t-shirts,WOMAN,Autumn,Wool Blend,Turkey
No,No,851,49.99,t-shirts,MAN,Autumn,Polyester,Spain
No,Yes,749,69.95,jeans,WOMAN,Spring,Linen,Bangladesh
Yes,Yes,1296,46.95,jackets,MAN,Summer,Polyester,Bangladesh
No,No,1003,38.0,jackets,WOMAN,Summer,Linen,Bangladesh
No,No,884,64.99,t-shirts,WOMAN,Summer,Cotton,China
Yes,Yes,1772,21.95,jackets,WOMAN,Winter,Cotton,Portugal
No,Yes,953,54.95,jackets,WOMAN,Summer,Linen,Spain
No,Yes,627,99.99,jackets,MAN,Spring,Polyester,Morocco
No,No,872,55.95,jackets,WOMAN,Winter,Cotton,Turkey
Yes,Yes,1350,17.95,jeans,MAN,Spring,Cotton,Morocco
Yes,Yes,1606,14.99,jackets,WOMAN,Summer,Wool,Bangladesh
No,Yes,697,69.95,jackets,WOMAN,Spring,Linen,China
No,No,1126,17.95,sweaters,WOMAN,Summer,Linen Blend,Bangladesh
Yes,No,1477,42.95,jackets,MAN,Summer,Polyester,China
No,No,862,49.99,jackets,WOMAN,Spring,Linen Blend,Bangladesh
No,No,869,45.99,jackets,WOMAN,Autumn,Wool,India
No,Yes,818,29.99,jackets,WOMAN,Autumn,Denim,Bangladesh
Yes,Yes,1332,29.95,t-shirts,WOMAN,Autumn,Acrylic,Morocco
Yes,No,1225,36.99,sweaters,MAN,Spring,Viscose,Spain
Yes,Yes,1372,24.95,jackets,WOMAN,Autumn,Denim,Portugal
No,No,795,59.99,jackets,WOMAN,Spring,Linen,Bangladesh
Yes,Yes,1451,38.99,jackets,WOMAN,Winter,Wool,Bangladesh
No,No,886,19.99,jackets,WOMAN,Autumn,Cotton,Turkey
No,No,700,69.95,jackets,WOMAN,Autumn,Denim,China
No,No,680,35.99,sweaters,MAN,Spring,Linen Blend,China
No,No,885,19.95,jackets,MAN,Autumn,Polyester,Bangladesh
Yes,No,1304,33.99,jackets,MAN,Winter,Wool,Spain
Yes,Yes,1606,20.99,jeans,WOMAN,Autumn,Polyester,Bangladesh
Yes,Yes,1623,17.95,sweaters,WOMAN,Summer,Linen,Bangladesh
Yes,No,1503,52.95,jackets,WOMAN,Winter,Wool Blend,Morocco
Yes,No,1197,33.99,jackets,MAN,Spring,Linen,Cambodia
No,No,881,19.99,jackets,WOMAN,Autumn,Acrylic,Cambodia
No,No,797,22.99,jackets,MAN,Spring,Cotton,Vietnam
No,No,911,31.99,jackets,MAN,Winter,Viscose,Turkey
No,No,860,21.99,sweaters,MAN,Winter,Wool,Vietnam
Yes,Yes,1277,56.99,jeans,MAN,Autumn,Wool Blend,Portugal
Yes,Yes,1373,12.99,t-shirts,WOMAN,Autumn,Wool Blend,Morocco
Yes,No,1337,51.99,t-shirts,MAN,Autumn,Polyester,Turkey
No,No,819,39.99,shoes,WOMAN,Summer,Wool Blend,Brazil
Yes,No,1504,56.99,jackets,WOMAN,Winter,Acrylic,China
Yes,Yes,1361,30.95,jackets,WOMAN,Spring,Wool Blend,Argentina
No,Yes,949,77.99,sweaters,WOMAN,Summer,Linen Blend,Spain
No,No,1017,17.99,jackets,WOMAN,Winter,Wool,Bangladesh
Yes,Yes,1382,25.99,jackets,MAN,Winter,Wool Blend,Morocco
Yes,No,1447,47.99,jackets,MAN,Summer,Cotton,Bangladesh
Yes,Yes,1680,17.95,jackets,WOMAN,Autumn,Wool Blend,Morocco
No,No,886,33.99,t-shirts,WOMAN,Summer,Cotton,Vietnam
Yes,No,1392,71.0,jackets,WOMAN,Summer,Cotton,Portugal
No,Yes,774,95.0,sweaters,MAN,Summer,Cotton,Bangladesh
No,No,806,22.99,jackets,MAN,Autumn,Acrylic,Bangladesh
No,Yes,821,49.99,t-shirts,MAN,Spring,Cotton,Cambodia
Yes,No,1171,38.99,jackets,MAN,Autumn,Cotton,Portugal
No,Yes,805,49.99,t-shirts,MAN,Spring,Linen,China
No,No,819,15.99,jackets,MAN,Autumn,Wool,India
No,No,757,22.99,jackets,MAN,Spring,Linen,Morocco
No,No,852,32.99,jackets,MAN,Summer,Cotton,Vietnam
Yes,Yes,1547,25.95,sweaters,WOMAN,Autumn,Wool,China
Yes,Yes,1578,28.99,sweaters,MAN,Winter,Polyester,China
Yes,No,1455,17.99,jackets,WOMAN,Autumn,Wool Blend,India
No,Yes,636,119.95,sweaters,WOMAN,Autumn,Denim,Spain
Yes,Yes,1323,24.99,sweaters,MAN,Spring,Polyester,China
Yes,No,1818,33.99,sweaters,WOMAN,Winter,Wool,China
No,Yes,704,69.95,shoes,MAN,Spring,Linen,China
Yes,Yes,1597,23.95,shoes,WOMAN,Winter,Wool Blend,China
Yes,Yes,1366,13.95,jackets,WOMAN,Autumn,Wool,Turkey
Yes,No,1634,17.99,jackets,WOMAN,Summer,Linen,Vietnam
Yes,No,1276,71.99,t-shirts,WOMAN,Spring,Cotton,India
Yes,No,1458,35.95,t-shirts,MAN,Winter,Wool Blend,Bangladesh
Yes,Yes,1225,34.99,jackets,MAN,Spring,Polyester,Turkey
Yes,Yes,1108,104.95,sweaters,WOMAN,Autumn,Wool,China
No,No,755,29.99,jackets,WOMAN,Autumn,Cotton,Spain
Yes,Yes,1609,33.95,shoes,WOMAN,Autumn,Wool Blend,Portugal
Yes,Yes,1846,24.0,t-shirts,WOMAN,Summer,Acrylic,China
No,Yes,894,55.99,jackets,WOMAN,Winter,Denim,Spain
Yes,Yes,1301,39.99,shoes,MAN,Spring,Cotton,Cambodia
No,Yes,771,39.99,jackets,MAN,Spring,Denim,Cambodia
Yes,Yes,1510,60.99,t-shirts,WOMAN,Winter,Wool Blend,Turkey
No,Yes,974,21.95,jackets,WOMAN,Summer,Linen,Bangladesh
No,Yes,804,19.99,t-shirts,MAN,Autumn,Acrylic,Bangladesh
No,Yes,580,89.95,jackets,MAN,Spring,Linen,Bangladesh
Yes,Yes,965,79.99,shoes,MAN,Spring,Cotton,Pakistan
Yes,No,1142,68.99,sweaters,WOMAN,Spring,Cotton,Portugal
No,Yes,816,25.95,sweaters,MAN,Spring,Cotton,Cambodia
No,Yes,866,39.95,jackets,WOMAN,Spring,Cotton,Turkey
Yes,Yes,1450,13.99,jackets,WOMAN,Spring,Polyester,Bangladesh
No,No,782,49.99,jackets,MAN,Spring,Cotton,China
Yes,Yes,1714,25.95,jackets,WOMAN,Summer,Cotton,Turkey
No,No,995,29.99,sweaters,WOMAN,Winter,Wool Blend,Bangladesh
No,No,887,55.0,jackets,WOMAN,Winter,Wool Blend,Morocco
Yes,Yes,1305,25.99,sweaters,MAN,Spring,Wool Blend,Bangladesh
Yes,Yes,1470,40.95,jackets,WOMAN,Winter,Wool,Bangladesh
Yes,Yes,1483,56.95,jackets,MAN,Winter,Wool Blend,China
No,No,777,87.99,shoes,WOMAN,Summer,Linen,Brazil
No,No,933,65.99,jackets,WOMAN,Winter,Wool Blend,Cambodia
Yes,No,1649,22.99,shoes,WOMAN,Summer,Linen Blend,Turkey
No,No,868,29.95,jackets,WOMAN,Autumn,Acrylic,China
No,No,796,19.99,sweaters,MAN,Autumn,Wool,Bangladesh
No,No,1130,17.99,jeans,WOMAN,Winter,Polyester,Cambodia
No,No,766,35.99,jackets,MAN,Spring,Polyester,India
No,Yes,725,45.99,jackets,MAN,Autumn,Wool Blend,Bangladesh
No,No,676,45.99,jackets,MAN,Autumn,Denim,Turkey
Yes,Yes,1417,38.99,jackets,WOMAN,Spring,Denim,Turkey
No,Yes,913,40.99,t-shirts,WOMAN,Winter,Wool,Bangladesh
Yes,Yes,1341,40.99,t-shirts,WOMAN,Autumn,Denim,Portugal
No,No,837,48.99,jackets,MAN,Winter,Wool,Cambodia
No,No,998,19.95,jackets,MAN,Autumn,Wool Blend,Vietnam
Yes,No,1556,30.0,jackets,WOMAN,Autumn,Polyester,Morocco
No,Yes,864,59.99,jackets,WOMAN,Autumn,Cotton,Portugal
Yes,Yes,1485,19.0,jackets,WOMAN,Spring,Viscose,Turkey
Yes,No,1514,12.99,jackets,WOMAN,Autumn,Denim,Bangladesh
No,No,762,25.95,shoes,WOMAN,Autumn,Wool Blend,Pakistan
Yes,No,1442,45.99,t-shirts,MAN,Winter,Wool,China
Yes,Yes,1404,23.0,sweaters,WOMAN,Autumn,Cotton,India
No,Yes,874,29.99,jackets,WOMAN,Spring,Linen,China
No,No,782,35.99,shoes,WOMAN,Autumn,Cotton,China
No,No,656,69.95,sweaters,MAN,Autumn,Polyester,Bangladesh
Yes,Yes,1420,22.99,jackets,MAN,Summer,Linen,India
No,Yes,985,42.95,jackets,WOMAN,Winter,Wool Blend,Portugal
Yes,Yes,1788,13.99,jackets,WOMAN,Summer,Linen,Morocco
Yes,Yes,1305,17.99,jackets,MAN,Autumn,Polyester,China
Yes,No,1348,51.99,jackets,WOMAN,Autumn,Wool Blend,Vietnam
No,Yes,841,22.99,shoes,MAN,Spring,Cotton,Spain
Yes,Yes,1229,55.99,jackets,WOMAN,Autumn,Viscose,China
No,No,862,49.95,t-shirts,WOMAN,Winter,Wool Blend,Turkey
Yes,Yes,1345,28.99,jackets,WOMAN,Autumn,Wool Blend,Argentina
No,Yes,837,39.95,jackets,WOMAN,Autumn,Satin,China
Yes,No,1404,28.99,jackets,WOMAN,Autumn,Wool,China
Yes,Yes,1197,26.95,t-shirts,MAN,Autumn,Viscose,Portugal
Yes,Yes,1282,67.95,shoes,WOMAN,Winter,Wool,Spain
No,Yes,845,83.99,jackets,WOMAN,Winter,Viscose,China
No,No,732,89.99,shoes,WOMAN,Autumn,Polyester,China
No,Yes,1087,44.99,shoes,WOMAN,Winter,Wool,Spain
No,Yes,819,19.0,jackets,MAN,Autumn,Wool,Argentina
Yes,No,1239,76.95,sweaters,WOMAN,Winter,Polyester,Turkey
No,No,902,22.95,shoes,MAN,Spring,Polyester,Portugal
No,No,760,39.99,jackets,WOMAN,Autumn,Polyester,China
No,Yes,924,35.0,sweaters,MAN,Autumn,Wool Blend,China
Yes,Yes,1342,44.95,jackets,WOMAN,Winter,Wool,Turkey
No,No,693,128.99,jackets,MAN,Winter,Acrylic,China
Yes,Yes,1296,34.95,jackets,WOMAN,Autumn,Wool Blend,Vietnam
No,Yes,706,99.99,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
Yes,Yes,1231,32.99,jackets,MAN,Autumn,Polyester,Vietnam
No,Yes,859,25.95,shoes,WOMAN,Autumn,Cotton,Vietnam
No,No,1011,25.0,jackets,MAN,Winter,Polyester,China
No,No,772,39.99,jackets,MAN,Autumn,Polyester,Spain
Yes,No,1446,22.99,jackets,WOMAN,Summer,Cotton,China
No,No,858,35.99,jackets,WOMAN,Autumn,Viscose,Turkey
Yes,No,1240,40.0,jackets,MAN,Spring,Polyester,Portugal
No,Yes,1076,54.99,shoes,WOMAN,Winter,Wool Blend,Turkey
Yes,No,1314,25.99,jackets,MAN,Spring,Linen Blend,Bangladesh
Yes,No,1400,35.0,sweaters,WOMAN,Spring,Cotton,Bangladesh
No,No,775,74.99,jackets,WOMAN,Winter,Polyester,Bangladesh
No,Yes,769,35.99,jackets,WOMAN,Autumn,Wool Blend,Vietnam
No,Yes,817,35.99,shoes,WOMAN,Autumn,Wool,China
No,No,838,44.99,jackets,WOMAN,Winter,Wool,China
No,Yes,1001,19.99,jackets,WOMAN,Autumn,Cotton,Vietnam
No,Yes,823,50.0,sweaters,MAN,Winter,Wool,Morocco
Yes,Yes,1378,37.95,t-shirts,WOMAN,Autumn,Wool,Turkey
Yes,Yes,1726,34.99,jeans,WOMAN,Winter,Acrylic,Spain
No,Yes,922,22.95,t-shirts,MAN,Summer,Cotton,Cambodia
Yes,Yes,1443,43.95,jackets,WOMAN,Summer,Linen,Turkey
Yes,Yes,1874,25.0,jackets,WOMAN,Summer,Linen,Bangladesh
No,No,786,45.0,sweaters,MAN,Spring,Wool Blend,Bangladesh
Yes,Yes,1159,35.99,t-shirts,MAN,Autumn,Cotton,Bangladesh
No,Yes,816,45.99,t-shirts,WOMAN,Autumn,Silk,Turkey
Yes,Yes,1596,16.95,jackets,WOMAN,Autumn,Wool,Vietnam
Yes,Yes,1459,24.99,shoes,MAN,Autumn,Wool,Bangladesh
No,No,774,69.95,shoes,WOMAN,Spring,Linen,China
Yes,No,1841,25.99,sweaters,WOMAN,Summer,Cotton,Bangladesh
No,No,955,65.99,t-shirts,WOMAN,Winter,Wool,Turkey
Yes,No,1344,16.95,jackets,MAN,Autumn,Wool Blend,Cambodia
Yes,No,1597,18.99,jackets,WOMAN,Winter,Wool,India
Yes,No,1452,17.99,jackets,WOMAN,Autumn,Wool,Bangladesh
No,Yes,1025,21.95,sweaters,WOMAN,Winter,Polyester,Bangladesh
No,No,924,19.99,jackets,WOMAN,Autumn,Denim,Vietnam
Yes,Yes,1529,32.95,sweaters,WOMAN,Autumn,Wool,Cambodia
Yes,Yes,1418,49.0,jackets,WOMAN,Autumn,Wool,China
No,Yes,942,39.99,sweaters,WOMAN,Spring,Denim,Vietnam
No,No,814,35.99,t-shirts,WOMAN,Autumn,Wool,India
No,No,825,33.99,shoes,MAN,Summer,Cotton,Spain
Yes,Yes,1291,96.99,jackets,WOMAN,Spring,Linen,Bangladesh
Yes,Yes,1357,37.99,jackets,WOMAN,Spring,Linen,Bangladesh
No,No,789,19.99,sweaters,MAN,Spring,Polyester,India
No,No,783,53.99,jackets,MAN,Summer,Polyester,Turkey
No,Yes,745,69.99,jeans,WOMAN,Spring,Satin,India
No,Yes,1014,24.95,jackets,WOMAN,Winter,Wool,Bangladesh
No,No,794,59.0,jackets,WOMAN,Autumn,Polyester,Portugal
Yes,Yes,1492,41.99,t-shirts,WOMAN,Spring,Cotton,China
No,No,746,45.95,sweaters,MAN,Autumn,Wool Blend,India
No,Yes,771,59.99,jackets,MAN,Spring,Cotton,China
Yes,No,1243,48.99,t-shirts,MAN,Autumn,Wool,Morocco
Yes,No,1550,17.99,jeans,WOMAN,Spring,Linen,Bangladesh
No,Yes,886,35.99,jackets,MAN,Autumn,Wool Blend,Turkey
Yes,Yes,1186,71.0,jackets,MAN,Autumn,Wool,China
Yes,Yes,1426,51.99,t-shirts,WOMAN,Winter,Wool Blend,China
No,No,859,45.99,sweaters,WOMAN,Spring,Linen,Vietnam
Yes,Yes,1353,21.99,jackets,MAN,Winter,Wool,China
Yes,Yes,1646,27.99,jackets,WOMAN,Summer,Linen,China
No,No,1002,17.99,jackets,WOMAN,Winter,Polyester,Turkey
Yes,Yes,1305,32.99,jackets,WOMAN,Spring,Denim,Cambodia
Yes,Yes,1412,31.99,jackets,MAN,Spring,Linen Blend,Bangladesh
Yes,No,1238,28.99,jackets,MAN,Spring,Cotton,Turkey
No,Yes,899,19.99,shoes,WOMAN,Spring,Cotton,China
Yes,Yes,1478,50.0,t-shirts,WOMAN,Autumn,Cotton,Portugal
Yes,Yes,1537,33.99,jackets,WOMAN,Summer,Linen,Spain
No,No,969,22.99,jackets,WOMAN,Autumn,Polyester,Argentina
Yes,Yes,1486,43.95,jackets,WOMAN,Summer,Cotton,China
Yes,Yes,1365,39.99,jackets,WOMAN,Autumn,Viscose,Vietnam
Yes,Yes,1354,24.99,jackets,MAN,Autumn,Polyester,Brazil
Yes,Yes,987,107.95,jackets,WOMAN,Spring,Denim,Turkey
Yes,Yes,1519,27.95,shoes,WOMAN,Summer,Cotton,Brazil
No,No,907,19.95,sweaters,WOMAN,Spring,Viscose,China
Yes,No,1558,14.99,sweaters,WOMAN,Winter,Wool Blend,Bangladesh
Yes,Yes,1198,16.95,jackets,MAN,Autumn,Cotton,India
Yes,No,1029,95.95,sweaters,MAN,Spring,Cotton,India
No,Yes,941,49.0,jackets,WOMAN,Autumn,Wool,India
Yes,No,1373,61.95,sweaters,WOMAN,Autumn,Wool,India
No,Yes,800,45.0,jackets,WOMAN,Spring,Linen,Bangladesh
No,No,935,29.99,jackets,WOMAN,Spring,Viscose,Turkey
Yes,Yes,1654,20.0,jackets,WOMAN,Winter,Wool,Turkey
No,No,914,42.95,jackets,MAN,Winter,Wool,China
No,Yes,936,22.95,t-shirts,WOMAN,Spring,Linen Blend,Morocco
Yes,No,1219,74.95,t-shirts,WOMAN,Autumn,Wool,Cambodia
No,Yes,1095,16.99,t-shirts,WOMAN,Winter,Cotton,Bangladesh
No,Yes,792,84.95,sweaters,WOMAN,Winter,Wool Blend,Cambodia
No,Yes,911,45.99,shoes,WOMAN,Autumn,Polyester,China
No,Yes,803,29.99,jackets,WOMAN,Spring,Cotton,China
Yes,Yes,1433,23.95,shoes,WOMAN,Autumn,Wool Blend,Vietnam
No,No,1159,32.99,jeans,WOMAN,Winter,Wool,India
No,No,847,43.99,jackets,MAN,Winter,Wool,Turkey
No,No,1095,52.99,jackets,WOMAN,Summer,Linen,China
Yes,Yes,1370,24.0,jeans,MAN,Summer,Linen,India
No,No,980,19.99,t-shirts,WOMAN,Spring,Wool Blend,Turkey
No,Yes,753,49.99,jackets,MAN,Autumn,Cotton,Morocco
No,No,982,22.99,sweaters,MAN,Summer,Cotton,China
No,No,987,24.99,jackets,WOMAN,Winter,Cotton,Turkey
No,Yes,788,19.95,jackets,MAN,Autumn,Wool,China
Yes,Yes,1646,24.95,jackets,MAN,Winter,Denim,Vietnam
Yes,Yes,1149,46.99,t-shirts,MAN,Autumn,Cotton,Morocco
Yes,Yes,1247,35.99,sweaters,MAN,Autumn,Wool,Spain
Yes,Yes,1424,16.95,jackets,MAN,Spring,Polyester,Turkey
No,Yes,840,24.99,t-shirts,MAN,Winter,Acrylic,Turkey
No,Yes,751,22.99,jackets,MAN,Autumn,Polyester,Morocco
Yes,Yes,1583,34.95,jackets,WOMAN,Summer,Linen,Bangladesh
Yes,Yes,1331,25.0,jackets,WOMAN,Autumn,Cotton,Bangladesh
Yes,No,1549,57.95,sweaters,WOMAN,Winter,Wool,Turkey
Yes,No,1117,64.0,jackets,MAN,Autumn,Polyester,Bangladesh
Yes,No,1143,51.99,jackets,WOMAN,Autumn,Cotton,Morocco
Yes,Yes,1599,29.99,jackets,WOMAN,Spring,Cotton,Portugal
No,Yes,907,25.99,jackets,WOMAN,Autumn,Polyester,Turkey
No,No,946,21.99,shoes,MAN,Winter,Wool,Bangladesh
Yes,Yes,1430,24.0,shoes,MAN,Winter,Wool Blend,China
No,Yes,793,79.99,jackets,WOMAN,Spring,Polyester,China
Yes,Yes,1754,17.95,t-shirts,WOMAN,Summer,Cotton,China
Yes,No,1349,69.99,jackets,WOMAN,Winter,Wool,Turkey
Yes,Yes,1075,107.0,jackets,MAN,Summer,Linen,Brazil
No,No,817,39.99,jackets,WOMAN,Spring,Linen Blend,Portugal
No,No,960,48.99,jackets,MAN,Winter,Wool,India
No,Yes,814,39.0,shoes,WOMAN,Autumn,Wool Blend,Portugal
No,Yes,679,69.95,sweaters,WOMAN,Autumn,Polyester,Morocco
No,No,925,22.95,shoes,WOMAN,Autumn,Wool,Spain
No,No,949,27.99,shoes,WOMAN,Winter,Polyester,Morocco
No,No,1092,24.95,jackets,WOMAN,Winter,Wool Blend,Brazil
Yes,No,1323,12.99,jackets,MAN,Spring,Cotton,Morocco
No,Yes,1007,32.99,jackets,WOMAN,Summer,Cotton,Turkey
No,Yes,772,99.95,jackets,WOMAN,Autumn,Wool,Portugal
No,Yes,995,44.0,jackets,WOMAN,Winter,Acrylic,Cambodia
Yes,No,1444,12.99,jackets,WOMAN,Autumn,Polyester,China
No,No,888,17.95,t-shirts,MAN,Summer,Linen Blend,Portugal
Yes,No,1588,15.99,jackets,WOMAN,Summer,Linen,China
No,Yes,912,44.99,jackets,WOMAN,Winter,Cotton,China
No,Yes,834,55.99,jackets,WOMAN,Summer,Linen Blend,Bangladesh
No,No,784,59.95,jackets,MAN,Spring,Linen,China
Yes,No,1208,32.0,shoes,MAN,Autumn,Denim,Portugal
No,No,786,29.0,jackets,WOMAN,Autumn,Polyester,Turkey
No,Yes,774,79.0,shoes,WOMAN,Autumn,Wool Blend,China
No,No,753,19.99,jackets,MAN,Autumn,Wool Blend,China
Yes,Yes,1269,60.99,shoes,MAN,Spring,Denim,Morocco
Yes,Yes,1352,29.99,shoes,WOMAN,Spring,Cotton,Bangladesh
Yes,No,1387,43.0,jackets,WOMAN,Winter,Wool,Brazil
No,No,774,45.99,jackets,WOMAN,Spring,Satin,China
No,Yes,835,19.99,sweaters,WOMAN,Autumn,Wool,Bangladesh
Yes,Yes,1148,17.95,sweaters,MAN,Spring,Cotton,Spain
Yes,Yes,1359,40.99,shoes,WOMAN,Autumn,Wool,India
Yes,Yes,1402,13.95,shoes,WOMAN,Autumn,Polyester,China
No,No,956,51.0,t-shirts,WOMAN,Winter,Wool,China
No,No,905,19.99,t-shirts,WOMAN,Autumn,Viscose,India
No,No,738,69.99,shoes,MAN,Spring,Linen,Pakistan
No,No,879,29.95,t-shirts,WOMAN,Autumn,Viscose,Portugal
No,Yes,823,84.99,t-shirts,WOMAN,Summer,Polyester,China
Yes,Yes,1255,14.99,jackets,MAN,Autumn,Wool,Spain
No,Yes,952,33.99,t-shirts,WOMAN,Summer,Cotton,Turkey
No,No,753,89.99,sweaters,WOMAN,Autumn,Wool Blend,Bangladesh
No,No,855,21.0,jackets,MAN,Summer,Linen,India
Yes,Yes,1562,34.99,jackets,WOMAN,Winter,Polyester,Morocco
Yes,Yes,1479,13.95,jackets,WOMAN,Autumn,Wool,Argentina
No,No,1046,29.95,sweaters,WOMAN,Summer,Linen,China
No,No,692,119.95,jackets,WOMAN,Spring,Linen Blend,Spain
Yes,Yes,1418,41.95,shoes,MAN,Winter,Wool,Spain
No,Yes,732,88.99,shoes,WOMAN,Summer,Cotton,Bangladesh
No,No,947,22.95,jackets,WOMAN,Winter,Cotton,Bangladesh
Yes,No,1377,30.99,jackets,MAN,Autumn,Cotton,Turkey
Yes,Yes,1466,24.95,jackets,MAN,Autumn,Polyester,India
Yes,No,1374,25.99,jackets,WOMAN,Spring,Cotton,China
No,Yes,858,29.99,t-shirts,WOMAN,Autumn,Wool,Turkey
Yes,Yes,1466,56.95,jackets,WOMAN,Spring,Cotton,Vietnam
Yes,No,1589,14.99,sweaters,WOMAN,Autumn,Polyester,India
No,Yes,800,45.99,sweaters,MAN,Spring,Viscose,Bangladesh
No,Yes,732,132.99,jackets,WOMAN,Summer,Cotton,Bangladesh
No,No,895,32.0,jackets,MAN,Winter,Wool,Turkey
No,No,829,49.0,jackets,WOMAN,Summer,Cotton,Cambodia
Yes,No,1322,17.99,jackets,MAN,Spring,Linen,Vietnam
No,No,814,25.95,jackets,WOMAN,Spring,Viscose,Cambodia
Yes,No,1331,48.95,jackets,WOMAN,Autumn,Polyester,Turkey
Yes,Yes,1480,50.99,jackets,WOMAN,Autumn,Denim,Cambodia
No,No,819,22.99,jackets,WOMAN,Spring,Linen Blend,China
Yes,Yes,1491,13.99,sweaters,WOMAN,Spring,Linen,Brazil
No,No,739,79.0,jackets,MAN,Autumn,Wool,Portugal
Yes,Yes,1333,54.99,jackets,MAN,Winter,Wool,Vietnam
Yes,Yes,1604,69.99,jackets,WOMAN,Winter,Wool Blend,China
Yes,Yes,1214,62.99,shoes,WOMAN,Autumn,Denim,Pakistan
Yes,Yes,1466,16.95,jackets,MAN,Winter,Wool,China
Yes,No,1607,28.99,jeans,WOMAN,Summer,Linen,India
Yes,Yes,1470,36.99,t-shirts,WOMAN,Summer,Linen,Bangladesh
No,No,829,59.99,t-shirts,WOMAN,Spring,Viscose,Brazil
Yes,Yes,1446,17.95,sweaters,WOMAN,Autumn,Polyester,China
No,No,574,119.99,jackets,MAN,Autumn,Denim,Vietnam
No,No,1073,32.99,jackets,WOMAN,Winter,Wool,Bangladesh
No,No,897,19.0,sweaters,WOMAN,Spring,Polyester,Turkey
Yes,No,1462,19.99,jackets,MAN,Winter,Wool,China
No,Yes,910,55.0,sweaters,WOMAN,Winter,Wool,Bangladesh
No,Yes,759,69.95,jackets,MAN,Autumn,Wool Blend,Bangladesh
Yes,Yes,1472,31.95,jackets,WOMAN,Summer,Linen,Vietnam
Yes,Yes,1622,15.99,jackets,MAN,Winter,Polyester,Morocco
No,Yes,916,32.99,t-shirts,MAN,Winter,Wool Blend,China
Yes,No,1295,56.99,sweaters,MAN,Summer,Linen Blend,Cambodia
No,No,886,75.95,sweaters,MAN,Winter,Wool,Bangladesh
No,No,1010,17.95,jackets,MAN,Winter,Wool Blend,Spain
Yes,No,1382,31.0,jackets,MAN,Winter,Wool,Portugal
Yes,No,1344,26.0,sweaters,WOMAN,Autumn,Polyester,Bangladesh
Yes,No,1400,32.95,sweaters,MAN,Summer,Cotton,China
No,No,906,22.99,sweaters,MAN,Summer,Cotton,Spain
No,Yes,783,25.99,jackets,MAN,Spring,Cotton,Bangladesh
No,No,804,59.95,jackets,WOMAN,Spring,Linen,India
No,No,857,19.95,jackets,MAN,Autumn,Wool,Portugal
No,No,898,59.99,shoes,WOMAN,Autumn,Wool,Spain
No,Yes,993,15.99,t-shirts,WOMAN,Autumn,Denim,Spain
No,No,874,22.99,t-shirts,WOMAN,Autumn,Cotton,India
No,No,779,77.99,shoes,MAN,Winter,Viscose,Bangladesh
Yes,Yes,1330,35.0,jackets,WOMAN,Spring,Linen Blend,Bangladesh
No,No,845,29.99,t-shirts,WOMAN,Spring,Viscose,Bangladesh
No,No,687,119.99,jackets,MAN,Autumn,Silk,Turkey
Yes,No,1233,70.95,sweaters,WOMAN,Autumn,Wool,Spain
No,No,864,49.99,jackets,WOMAN,Autumn,Denim,Portugal
Yes,Yes,1392,19.0,jackets,WOMAN,Spring,Viscose,China
No,No,904,15.95,jeans,WOMAN,Autumn,Wool Blend,Pakistan
Yes,Yes,1553,27.99,jackets,WOMAN,Summer,Linen,Bangladesh
No,No,854,15.99,jackets,MAN,Spring,Cotton,Pakistan
No,No,993,45.99,jackets,WOMAN,Autumn,Wool,Bangladesh
Yes,No,1283,31.99,jackets,MAN,Spring,Cotton,China
No,Yes,926,19.99,jackets,WOMAN,Autumn,Wool Blend,Turkey
No,No,774,22.99,jackets,MAN,Spring,Wool Blend,India
Yes,No,1513,43.99,jackets,MAN,Winter,Wool Blend,Spain
No,Yes,951,49.99,jackets,WOMAN,Winter,Polyester,Spain
No,Yes,829,35.99,sweaters,MAN,Autumn,Polyester,India
Yes,Yes,1640,66.95,jackets,WOMAN,Winter,Wool,Bangladesh
No,No,1152,21.99,jeans,WOMAN,Winter,Polyester,Pakistan
